-BEGIN HEADER-,,,,,,,,,,
2023,1,13,3,13.8,8.12,0,-999,-999,100.09,1.67
2023,1,13,4,13.14,8,0,-999,-999,100.08,1.99
2023,1,13,5,12.51,7.93,0,-999,-999,100.09,2.3
2023,1,13,6,11.92,7.93,0,-999,-999,100.18,2.7
2023,1,13,7,12.83,8.18,0,-999,-999,100.26,3.11
2023,1,13,8,15.66,8.36,0,-999,-999,100.37,2.87
2023,1,13,9,18.28,8.79,0,-999,-999,100.41,2.03
2023,1,13,10,22.18,8.79,0,-999,-999,100.4,1.9
2023,1,13,11,24.85,8.61,0,-999,-999,100.32,2.22
2023,1,13,12,26.15,8.54,0,-999,-999,100.23,2.36
2023,1,13,13,26.72,8.61,0,-999,-999,100.13,2.47
2023,1,13,14,26.82,8.73,0,-999,-999,100.06,2.59
2023,1,13,15,26.27,9.28,0,-999,-999,100.03,2.63
2023,1,13,16,24.21,11.35,0,-999,-999,100.01,3.01
2023,1,13,17,20.57,10.25,0,-999,-999,100.05,4.06
2023,1,13,18,18.68,9.77,0,-999,-999,100.1,4.75
2023,1,13,19,17.67,9.58,0,-999,-999,100.13,4.9
2023,1,13,20,16.98,9.46,0,-999,-999,100.18,4.54
2023,1,13,21,16.55,9.4,0,-999,-999,100.2,3.93
2023,1,13,22,16.33,9.34,0,-999,-999,100.2,3.22
2023,1,13,23,16.49,9.34,0,-999,-999,100.18,2.3
2023,1,14,0,16.65,9.4,0,-999,-999,100.16,1.24
2023,1,14,1,16.41,9.4,0,-999,-999,100.14,0.69
2023,1,14,2,15.49,9.4,0,-999,-999,100.1,1.51
2023,1,14,3,14.25,9.28,0,-999,-999,100.06,2.57
2023,1,14,4,13.46,9.16,0,-999,-999,100.07,3.4
2023,1,14,5,12.93,9.03,0,-999,-999,100.11,3.84
2023,1,14,6,12.51,8.91,0,-999,-999,100.19,4.11
2023,1,14,7,13.9,9.09,0,-999,-999,100.26,4.24
2023,1,14,8,16.94,9.16,0,-999,-999,100.29,3.59
2023,1,14,9,19.81,9.64,0,-999,-999,100.34,2.62
2023,1,14,10,23.87,9.64,0,-999,-999,100.32,2.41
2023,1,14,11,25.76,9.64,0,-999,-999,100.23,2.61
2023,1,14,12,26.69,9.64,0,-999,-999,100.11,2.94
2023,1,14,13,27.2,9.58,0,-999,-999,100.01,3.18
2023,1,14,14,27.3,9.58,0,-999,-999,99.92,3.31
2023,1,14,15,26.83,10.07,0,-999,-999,99.92,3.27
2023,1,14,16,24.92,12.27,0,-999,-999,99.92,3.19
2023,1,14,17,21.84,11.11,0,-999,-999,99.96,3.54
2023,1,14,18,20.33,10.5,0,-999,-999,100.02,3.58
2023,1,14,19,19.59,10.38,0,-999,-999,100.1,3.28
2023,1,14,20,19.01,10.31,0,-999,-999,100.16,2.88
2023,1,14,21,18.69,10.13,0,-999,-999,100.2,2.21
2023,1,14,22,18.35,10.07,0,-999,-999,100.23,1.44
2023,1,14,23,18.26,10.01,0,-999,-999,100.21,0.69
2023,1,15,0,17.71,10.01,0,-999,-999,100.16,0.83
2023,1,15,1,16.4,10.01,0,-999,-999,100.15,1.69
2023,1,15,2,15.36,9.95,0,-999,-999,100.09,2.5
2023,1,15,3,14.46,9.89,0,-999,-999,100.07,3.18
2023,1,15,4,13.85,9.77,0,-999,-999,100.04,3.63
2023,1,15,5,13.36,9.64,0,-999,-999,100.11,3.86
2023,1,15,6,12.97,9.52,0,-999,-999,100.19,3.95
2023,1,15,7,14.48,9.64,0,-999,-999,100.27,3.81
2023,1,15,8,16.85,9.7,0,-999,-999,100.33,3
2023,1,15,9,19.98,10.01,0,-999,-999,100.39,2.14
2023,1,15,10,23.49,10.07,0,-999,-999,100.39,1.68
2023,1,15,11,25.12,10.19,0,-999,-999,100.29,1.56
2023,1,15,12,25.96,10.07,0,-999,-999,100.18,1.56
2023,1,15,13,26.33,9.95,0,-999,-999,100.06,1.6
2023,1,15,14,26.31,9.83,0,-999,-999,99.99,1.76
2023,1,15,15,25.82,9.77,0,-999,-999,99.96,1.78
2023,1,15,16,24.37,11.11,0,-999,-999,99.96,2.48
2023,1,15,17,20.73,11.29,0,-999,-999,99.97,4.29
2023,1,15,18,18.91,10.62,0,-999,-999,100.02,5.35
2023,1,15,19,18.08,10.38,0,-999,-999,100.1,5.52
2023,1,15,20,17.36,10.19,0,-999,-999,100.17,5.1
2023,1,15,21,16.79,10.01,0,-999,-999,100.19,4.01
2023,1,15,22,16.58,9.83,0,-999,-999,100.18,2.84
2023,1,15,23,16.19,9.64,0,-999,-999,100.18,2.8
2023,1,16,0,15.07,9.52,0,-999,-999,100.19,3.98
2023,1,16,1,14.23,9.4,0,-999,-999,100.2,5.59
2023,1,16,2,13.9,9.16,0,-999,-999,100.2,6.49
2023,1,16,3,13.69,8.91,0,-999,-999,100.18,6.29
2023,1,16,4,13.21,8.73,0,-999,-999,100.21,5.79
2023,1,16,5,12.68,8.48,0,-999,-999,100.27,5.42
2023,1,16,6,12.03,8.24,0,-999,-999,100.36,5.07
2023,1,16,7,12.64,8.12,0,-999,-999,100.45,4.54
2023,1,16,8,14.24,8.12,0,-999,-999,100.52,3.38
2023,1,16,9,17.26,8.12,0,-999,-999,100.56,3.06
2023,1,16,10,20.37,8.24,0,-999,-999,100.55,2.77
2023,1,16,11,21.93,8.97,0,-999,-999,100.5,1.32
2023,1,16,12,23.01,9.46,0,-999,-999,100.37,0.61
2023,1,16,13,23.71,9.64,0,-999,-999,100.27,1.18
2023,1,16,14,23.89,9.64,0,-999,-999,100.22,1.37
2023,1,16,15,23.62,9.64,0,-999,-999,100.15,1.4
2023,1,16,16,22.44,10.68,0,-999,-999,100.15,2.36
2023,1,16,17,19.25,10.74,0,-999,-999,100.14,4.34
2023,1,16,18,17.61,10.25,0,-999,-999,100.2,5.37
2023,1,16,19,16.87,10.13,0,-999,-999,100.27,5.58
2023,1,16,20,16.23,10.01,0,-999,-999,100.32,5.26
2023,1,16,21,15.75,9.89,0,-999,-999,100.35,4.39
2023,1,16,22,15.63,9.77,0,-999,-999,100.37,3.21
2023,1,16,23,15.73,9.64,0,-999,-999,100.39,2.22
2023,1,17,0,15.34,9.58,0,-999,-999,100.38,2
2023,1,17,1,14.37,9.46,0,-999,-999,100.35,2.63
2023,1,17,2,13.47,9.28,0,-999,-999,100.32,3.56
2023,1,17,3,12.92,8.97,0,-999,-999,100.3,4.28
2023,1,17,4,12.4,8.67,0,-999,-999,100.29,4.56
2023,1,17,5,11.89,8.3,0,-999,-999,100.31,4.56
2023,1,17,6,11.41,8,0,-999,-999,100.39,4.41
2023,1,17,7,12.37,7.87,0,-999,-999,100.46,3.77
2023,1,17,8,13.99,7.75,0,-999,-999,100.5,2.54
2023,1,17,9,17.07,8.12,0,-999,-999,100.59,2.11
2023,1,17,10,20.37,9.09,0,-999,-999,100.6,1.51
2023,1,17,11,22.05,9.77,0,-999,-999,100.55,0.62
2023,1,17,12,23.19,10.07,0,-999,-999,100.42,0.19
2023,1,17,13,24,10.19,0,-999,-999,100.31,0.31
2023,1,17,14,24.28,10.13,0,-999,-999,100.23,0.32
2023,1,17,15,24,10.19,0,-999,-999,100.19,1.2
2023,1,17,16,22.62,11.23,0,-999,-999,100.19,2.85
2023,1,17,17,19.36,11.29,0,-999,-999,100.22,5.02
2023,1,17,18,18.05,10.68,0,-999,-999,100.27,6.21
2023,1,17,19,17.45,10.56,0,-999,-999,100.33,6.37
2023,1,17,20,16.83,10.44,0,-999,-999,100.38,5.86
2023,1,17,21,16.5,10.44,0,-999,-999,100.43,5.02
2023,1,17,22,16.05,10.38,0,-999,-999,100.46,4.17
2023,1,17,23,15.91,10.38,0,-999,-999,100.48,3.36
2023,1,18,0,15.86,10.31,0,-999,-999,100.47,2.55
2023,1,18,1,15.89,10.31,0,-999,-999,100.47,1.93
2023,1,18,2,15.63,10.25,0,-999,-999,100.44,1.86
2023,1,18,3,15.26,10.19,0,-999,-999,100.42,2.11
2023,1,18,4,14.65,9.89,0.01,-999,-999,100.41,2.45
2023,1,18,5,14.06,9.64,0.01,-999,-999,100.47,2.83
2023,1,18,6,13.55,9.34,0,-999,-999,100.57,3.44
2023,1,18,7,14.37,9.28,0,-999,-999,100.67,3.78
2023,1,18,8,15.62,9.16,0,-999,-999,100.76,2.98
2023,1,18,9,17.98,9.52,0,-999,-999,100.81,2.26
2023,1,18,10,20.53,10.31,0,-999,-999,100.8,1.46
2023,1,18,11,22.04,10.8,0.01,-999,-999,100.7,0.77
2023,1,18,12,22.95,10.93,0.01,-999,-999,100.59,0.7
2023,1,18,13,23.51,10.93,0.01,-999,-999,100.46,1.29
2023,1,18,14,23.57,10.86,0.01,-999,-999,100.42,1.98
2023,1,18,15,23.01,10.93,0.01,-999,-999,100.38,2.58
2023,1,18,16,21.9,11.6,0,-999,-999,100.39,3.57
2023,1,18,17,19.17,11.54,0,-999,-999,100.42,4.89
2023,1,18,18,17.81,10.99,0,-999,-999,100.47,5.57
2023,1,18,19,17.12,10.68,0,-999,-999,100.56,5.52
2023,1,18,20,16.51,10.44,0,-999,-999,100.61,5.05
2023,1,18,21,15.94,10.19,0,-999,-999,100.66,4.32
2023,1,18,22,15.49,9.95,0,-999,-999,100.64,3.58
2023,1,18,23,15.13,9.77,0,-999,-999,100.63,2.99
2023,1,19,0,14.65,9.58,0,-999,-999,100.63,2.9
2023,1,19,1,14.21,9.4,0,-999,-999,100.6,3.43
2023,1,19,2,14.12,9.22,0.01,-999,-999,100.6,4.17
2023,1,19,3,13.95,8.91,0.01,-999,-999,100.58,4.61
2023,1,19,4,13.49,8.48,0.01,-999,-999,100.57,4.76
2023,1,19,5,12.97,8.12,0.01,-999,-999,100.61,4.68
2023,1,19,6,12.46,7.81,0,-999,-999,100.71,4.47
2023,1,19,7,12.76,7.45,0,-999,-999,100.79,3.86
2023,1,19,8,13.83,7.39,0,-999,-999,100.85,2.9
2023,1,19,9,16.46,7.69,0,-999,-999,100.87,2.62
2023,1,19,10,19.67,8.48,0,-999,-999,100.87,2.24
2023,1,19,11,21.58,9.28,0,-999,-999,100.79,1.96
2023,1,19,12,22.72,9.7,0,-999,-999,100.65,2.28
2023,1,19,13,23.33,9.89,0,-999,-999,100.53,2.74
2023,1,19,14,23.4,9.95,0,-999,-999,100.42,3.12
2023,1,19,15,22.88,9.95,0,-999,-999,100.39,3.35
2023,1,19,16,21.52,10.8,0,-999,-999,100.42,3.37
2023,1,19,17,18.73,10.62,0,-999,-999,100.41,3.82
2023,1,19,18,17.26,10.01,0,-999,-999,100.47,4.17
2023,1,19,19,16.46,9.77,0,-999,-999,100.51,4.07
2023,1,19,20,15.93,9.52,0,-999,-999,100.52,3.57
2023,1,19,21,15.77,9.22,0,-999,-999,100.57,2.81
2023,1,19,22,15.83,8.97,0,-999,-999,100.59,1.91
2023,1,19,23,15.65,8.85,0,-999,-999,100.56,1.01
2023,1,20,0,15.22,8.73,0,-999,-999,100.52,0.91
2023,1,20,1,14.2,8.67,0,-999,-999,100.48,1.62
2023,1,20,2,13.33,8.54,0,-999,-999,100.44,2.2
2023,1,20,3,12.63,8.42,0,-999,-999,100.41,2.6
2023,1,20,4,12.05,8.3,0,-999,-999,100.38,2.93
2023,1,20,5,11.59,8.12,0,-999,-999,100.44,3.15
2023,1,20,6,11.23,7.93,0,-999,-999,100.55,3.24
2023,1,20,7,12.56,8.18,0,-999,-999,100.66,3.12
2023,1,20,8,14.72,8.06,0,-999,-999,100.74,2.36
2023,1,20,9,17.53,8.36,0,-999,-999,100.79,1.05
2023,1,20,10,20.8,8.85,0,-999,-999,100.77,0.52
2023,1,20,11,22.44,9.28,0,-999,-999,100.7,1.07
2023,1,20,12,23.82,9.58,0,-999,-999,100.58,1.49
2023,1,20,13,24.65,9.7,0,-999,-999,100.44,1.67
2023,1,20,14,24.92,9.7,0,-999,-999,100.39,1.81
2023,1,20,15,24.49,9.83,0,-999,-999,100.33,2.1
2023,1,20,16,22.92,11.05,0,-999,-999,100.32,3.12
2023,1,20,17,19.39,10.93,0,-999,-999,100.34,4.79
2023,1,20,18,17.73,10.19,0,-999,-999,100.38,5.65
2023,1,20,19,16.92,9.89,0,-999,-999,100.45,5.6
2023,1,20,20,16.23,9.58,0,-999,-999,100.54,4.93
2023,1,20,21,15.81,9.28,0,-999,-999,100.54,3.95
2023,1,20,22,15.9,8.97,0,-999,-999,100.56,2.89
2023,1,20,23,15.99,8.73,0,-999,-999,100.53,2.05
2023,1,21,0,15.47,8.67,0,-999,-999,100.47,2.06
2023,1,21,1,14.71,8.73,0,-999,-999,100.46,2.5
2023,1,21,2,14.13,8.85,0,-999,-999,100.4,2.87
2023,1,21,3,13.67,8.97,0,-999,-999,100.35,3.16
2023,1,21,4,13.3,9.16,0,-999,-999,100.36,3.37
2023,1,21,5,12.98,9.28,0,-999,-999,100.38,3.54
2023,1,21,6,12.68,9.34,0,-999,-999,100.46,3.68
2023,1,21,7,14.3,9.64,0,-999,-999,100.51,3.82
2023,1,21,8,17.4,9.95,0,-999,-999,100.6,3.1
2023,1,21,9,20.73,10.31,0,-999,-999,100.61,1.87
2023,1,21,10,24.21,10.25,0,-999,-999,100.59,1.29
2023,1,21,11,26.02,9.95,0,-999,-999,100.49,1.23
2023,1,21,12,26.92,9.58,0,-999,-999,100.37,1.58
2023,1,21,13,27.29,9.46,0,-999,-999,100.24,1.96
2023,1,21,14,27.15,9.4,0,-999,-999,100.16,2.3
2023,1,21,15,26.3,9.77,0,-999,-999,100.15,2.72
2023,1,21,16,24.39,11.72,0,-999,-999,100.16,3.42
2023,1,21,17,20.99,11.54,0,-999,-999,100.19,4.18
2023,1,21,18,19.4,10.93,0,-999,-999,100.25,4.39
2023,1,21,19,18.64,10.74,0,-999,-999,100.33,4.12
2023,1,21,20,18.12,10.5,0,-999,-999,100.34,3.71
2023,1,21,21,17.44,10.25,0,-999,-999,100.36,3.64
2023,1,21,22,16.67,10.13,0,-999,-999,100.38,3.86
2023,1,21,23,16.06,10.01,0,-999,-999,100.35,4.01
2023,1,22,0,15.56,9.95,0,-999,-999,100.32,3.99
2023,1,22,1,15.12,9.95,0,-999,-999,100.31,3.9
2023,1,22,2,14.7,9.95,0,-999,-999,100.28,3.79
2023,1,22,3,14.38,9.95,0,-999,-999,100.26,3.75
2023,1,22,4,14.12,9.89,0,-999,-999,100.25,3.82
2023,1,22,5,13.83,9.83,0,-999,-999,100.28,3.95
2023,1,22,6,13.58,9.77,0,-999,-999,100.37,4.07
2023,1,22,7,15.16,9.95,0,-999,-999,100.44,4.17
2023,1,22,8,17.73,10.13,0,-999,-999,100.53,3.42
2023,1,22,9,20.6,10.5,0,-999,-999,100.59,1.78
2023,1,22,10,24.4,10.13,0,-999,-999,100.57,0.74
2023,1,22,11,26.24,10.07,0,-999,-999,100.48,0.89
2023,1,22,12,27.06,10.13,0,-999,-999,100.36,1.09
2023,1,22,13,27.3,10.01,0,-999,-999,100.22,1.24
2023,1,22,14,27.17,9.89,0,-999,-999,100.19,1.35
2023,1,22,15,26.58,9.95,0,-999,-999,100.14,1.65
2023,1,22,16,25.07,11.6,0,-999,-999,100.17,2.42
2023,1,22,17,22,11.54,0,-999,-999,100.2,3.46
2023,1,22,18,20.36,11.05,0,-999,-999,100.26,3.91
2023,1,22,19,19.49,10.99,0,-999,-999,100.33,3.87
2023,1,22,20,18.83,10.86,0,-999,-999,100.35,3.67
2023,1,22,21,18.31,10.74,0,-999,-999,100.35,3.48
2023,1,22,22,17.74,10.62,0,-999,-999,100.33,3.33
2023,1,22,23,17.13,10.56,0,-999,-999,100.32,3.36
2023,1,23,0,16.55,10.5,0,-999,-999,100.29,3.53
2023,1,23,1,16.01,10.44,0,-999,-999,100.25,3.69
2023,1,23,2,15.51,10.31,0,-999,-999,100.21,3.88
2023,1,23,3,15.07,10.13,0,-999,-999,100.22,4.31
2023,1,23,4,14.73,9.89,0,-999,-999,100.22,4.79
2023,1,23,5,14.44,9.64,0,-999,-999,100.26,5.14
2023,1,23,6,14.19,9.34,0,-999,-999,100.34,5.35
2023,1,23,7,16,9.52,0,-999,-999,100.43,5.38
2023,1,23,8,18.67,9.4,0,-999,-999,100.5,4.25
2023,1,23,9,21.36,9.89,0,-999,-999,100.52,3.05
2023,1,23,10,24.71,10.25,0,-999,-999,100.5,2.58
2023,1,23,11,26.65,10.56,0,-999,-999,100.41,2.83
2023,1,23,12,27.72,10.62,0,-999,-999,100.24,3.35
2023,1,23,13,28.26,10.56,0,-999,-999,100.11,3.81
2023,1,23,14,28.15,10.56,0,-999,-999,100.02,4.15
2023,1,23,15,27.55,10.93,0,-999,-999,100.01,4.19
2023,1,23,16,25.86,13.06,0,-999,-999,100,4.07
2023,1,23,17,22.77,12.57,0,-999,-999,100.03,4.15
2023,1,23,18,21.63,11.84,0,-999,-999,100.09,3.97
2023,1,23,19,21.32,11.66,0,-999,-999,100.15,3.54
2023,1,23,20,21.19,11.47,0,-999,-999,100.19,3
2023,1,23,21,21.01,11.35,0,-999,-999,100.22,2.22
2023,1,23,22,20.5,11.23,0,-999,-999,100.22,1.13
2023,1,23,23,19.62,11.17,0,-999,-999,100.2,0.24
2023,1,24,0,18.37,11.11,0,-999,-999,100.2,1.13
2023,1,24,1,17.28,11.05,0,-999,-999,100.2,2.03
2023,1,24,2,16.42,10.86,0,-999,-999,100.22,3.03
2023,1,24,3,15.82,10.68,0,-999,-999,100.21,3.9
2023,1,24,4,15.42,10.44,0,-999,-999,100.22,4.47
2023,1,24,5,14.99,10.25,0,-999,-999,100.25,4.67
2023,1,24,6,14.64,10.01,0,-999,-999,100.31,4.29
2023,1,24,7,16.25,10.31,0,-999,-999,100.38,3.55
2023,1,24,8,18.46,10.31,0,-999,-999,100.45,2.28
2023,1,24,9,21.13,10.93,0,-999,-999,100.52,1.29
2023,1,24,10,25.2,11.11,0,-999,-999,100.5,0.57
2023,1,24,11,27.81,10.99,0,-999,-999,100.42,0.21
2023,1,24,12,28.76,10.86,0,-999,-999,100.29,0.79
2023,1,24,13,29.15,10.74,0,-999,-999,100.18,1.29
2023,1,24,14,29.03,10.68,0,-999,-999,100.12,1.83
2023,1,24,15,28.26,10.8,0,-999,-999,100.09,2.38
2023,1,24,16,26.48,12.33,0,-999,-999,100.1,3.27
2023,1,24,17,22.96,12.7,0,-999,-999,100.13,4.46
2023,1,24,18,21.26,11.9,0,-999,-999,100.18,4.85
2023,1,24,19,20.49,11.72,0,-999,-999,100.25,4.42
2023,1,24,20,20.11,11.47,0,-999,-999,100.28,3.54
2023,1,24,21,19.98,11.17,0,-999,-999,100.27,2.7
2023,1,24,22,19.54,11.05,0,-999,-999,100.29,2.37
2023,1,24,23,18.79,10.99,0,-999,-999,100.25,2.52
2023,1,25,0,18.02,10.99,0,-999,-999,100.26,2.78
2023,1,25,1,17.42,10.99,0,-999,-999,100.25,2.9
2023,1,25,2,17.04,10.86,0,-999,-999,100.23,2.83
2023,1,25,3,16.68,10.68,0,-999,-999,100.2,2.77
2023,1,25,4,16.23,10.5,0,-999,-999,100.19,2.87
2023,1,25,5,15.75,10.31,0,-999,-999,100.24,2.95
2023,1,25,6,15.26,10.13,0,-999,-999,100.32,3.04
2023,1,25,7,16.57,10.5,0,-999,-999,100.38,3.14
2023,1,25,8,18.93,10.5,0,-999,-999,100.43,2.57
2023,1,25,9,21.7,10.68,0,-999,-999,100.49,1.38
2023,1,25,10,25.5,9.89,0,-999,-999,100.49,0.45
2023,1,25,11,27.9,9.4,0,-999,-999,100.38,0.49
2023,1,25,12,28.76,9.28,0,-999,-999,100.25,0.28
2023,1,25,13,29.14,9.22,0,-999,-999,100.14,0.23
2023,1,25,14,29.16,9.09,0,-999,-999,100.04,0.5
2023,1,25,15,28.65,9.34,0,-999,-999,100,1.01
2023,1,25,16,27.2,11.05,0,-999,-999,100.01,2.13
2023,1,25,17,23.41,11.84,0,-999,-999,100.05,3.89
2023,1,25,18,21.44,11.17,0,-999,-999,100.12,4.77
2023,1,25,19,20.54,11.17,0,-999,-999,100.2,4.85
2023,1,25,20,19.9,11.11,0,-999,-999,100.26,4.58
2023,1,25,21,19.23,10.99,0,-999,-999,100.28,4.51
2023,1,25,22,18.42,10.86,0,-999,-999,100.28,4.86
2023,1,25,23,17.74,10.74,0,-999,-999,100.25,5.28
2023,1,26,0,17.15,10.56,0,-999,-999,100.2,5.34
2023,1,26,1,16.66,10.25,0,-999,-999,100.14,5.1
2023,1,26,2,16.26,9.83,0,-999,-999,100.08,4.71
2023,1,26,3,15.95,9.4,0,-999,-999,100.02,4.29
2023,1,26,4,15.65,9.03,0,-999,-999,100.03,4.08
2023,1,26,5,15.24,8.85,0,-999,-999,100.09,4.2
2023,1,26,6,14.8,8.73,0,-999,-999,100.16,4.55
2023,1,26,7,16.62,9.34,0,-999,-999,100.25,4.82
2023,1,26,8,19.34,9.28,0,-999,-999,100.35,3.76
2023,1,26,9,22.39,9.89,0,-999,-999,100.42,2.65
2023,1,26,10,26.45,9.4,0,-999,-999,100.41,1.75
2023,1,26,11,28.34,9.46,0,-999,-999,100.32,1.56
2023,1,26,12,29.15,9.58,0,-999,-999,100.19,1.93
2023,1,26,13,29.44,9.83,0,-999,-999,100.07,2.54
2023,1,26,14,29.18,10.07,0,-999,-999,100.02,3.17
2023,1,26,15,28.3,10.44,0,-999,-999,100,3.9
2023,1,26,16,26.45,12.21,0,-999,-999,100.03,4.66
2023,1,26,17,23.2,12.76,0,-999,-999,100.07,5.09
2023,1,26,18,21.83,12.21,0,-999,-999,100.13,4.79
2023,1,26,19,21.34,12.08,0,-999,-999,100.22,4.01
2023,1,26,20,21.12,11.84,0,-999,-999,100.27,3.18
2023,1,26,21,21.07,11.54,0,-999,-999,100.29,2.47
2023,1,26,22,20.43,11.35,0,-999,-999,100.27,2.28
2023,1,26,23,19.53,11.29,0,-999,-999,100.24,2.74
2023,1,27,0,18.52,11.23,0,-999,-999,100.22,3.35
2023,1,27,1,17.77,11.17,0,-999,-999,100.2,3.86
2023,1,27,2,17.23,11.05,0,-999,-999,100.16,4.31
2023,1,27,3,16.83,10.93,0,-999,-999,100.16,4.87
2023,1,27,4,16.56,10.86,0,-999,-999,100.18,5.54
2023,1,27,5,16.33,10.74,0,-999,-999,100.26,6.18
2023,1,27,6,16.15,10.62,0,-999,-999,100.33,6.78
2023,1,27,7,17.67,10.62,0,-999,-999,100.41,6.67
2023,1,27,8,19.74,10.74,0,-999,-999,100.49,4.98
2023,1,27,9,23.16,10.86,0,-999,-999,100.53,4.46
2023,1,27,10,25.76,10.8,0,-999,-999,100.49,3.9
2023,1,27,11,27.06,10.86,0,-999,-999,100.39,3.55
2023,1,27,12,27.83,10.93,0,-999,-999,100.26,3.52
2023,1,27,13,28.23,10.86,0,-999,-999,100.13,3.56
2023,1,27,14,28.22,10.86,0,-999,-999,100.06,3.64
2023,1,27,15,27.68,10.86,0,-999,-999,100.03,3.87
2023,1,27,16,26.22,11.96,0,-999,-999,100.05,4.1
2023,1,27,17,22.9,12.94,0,-999,-999,100.09,4.31
2023,1,27,18,21.26,12.15,0,-999,-999,100.15,4.42
2023,1,27,19,20.53,11.9,0,-999,-999,100.23,4.28
2023,1,27,20,19.95,11.72,0,-999,-999,100.26,4.07
2023,1,27,21,19.42,11.47,0,-999,-999,100.28,3.88
2023,1,27,22,18.87,11.29,0,-999,-999,100.27,3.73
2023,1,27,23,18.19,11.11,0,-999,-999,100.25,3.85
2023,1,28,0,17.55,10.99,0,-999,-999,100.22,4.25
2023,1,28,1,17.01,10.8,0,-999,-999,100.22,4.86
2023,1,28,2,16.58,10.68,0,-999,-999,100.18,5.62
2023,1,28,3,16.28,10.5,0,-999,-999,100.17,6.32
2023,1,28,4,16,10.31,0,-999,-999,100.18,6.78
2023,1,28,5,15.69,10.07,0,-999,-999,100.24,6.95
2023,1,28,6,15.36,9.83,0,-999,-999,100.31,6.94
2023,1,28,7,16.67,9.83,0,-999,-999,100.39,6.19
2023,1,28,8,18.7,9.89,0,-999,-999,100.44,4.52
2023,1,28,9,21.8,9.64,0,-999,-999,100.51,4.46
2023,1,28,10,24.2,9.52,0,-999,-999,100.47,4.26
2023,1,28,11,25.59,9.83,0,-999,-999,100.38,3.74
2023,1,28,12,26.46,10.13,0,-999,-999,100.23,3.67
2023,1,28,13,26.9,10.38,0,-999,-999,100.12,3.75
2023,1,28,14,26.92,10.5,0,-999,-999,100.05,3.84
2023,1,28,15,26.48,10.62,0,-999,-999,100.04,3.87
2023,1,28,16,25.15,11.72,0,-999,-999,100.04,3.84
2023,1,28,17,21.97,12.33,0,-999,-999,100.07,4.32
2023,1,28,18,20.19,11.54,0,-999,-999,100.13,4.83
2023,1,28,19,19.34,11.29,0,-999,-999,100.2,4.86
2023,1,28,20,18.61,11.05,0,-999,-999,100.25,4.41
2023,1,28,21,18.13,10.74,0,-999,-999,100.26,3.71
2023,1,28,22,17.72,10.38,0,-999,-999,100.28,3.25
2023,1,28,23,17.01,10.13,0,-999,-999,100.23,3.21
2023,1,29,0,16.1,9.83,0,-999,-999,100.21,3.59
2023,1,29,1,15.33,9.52,0,-999,-999,100.19,4.21
2023,1,29,2,14.69,9.22,0,-999,-999,100.16,4.84
2023,1,29,3,14.13,8.91,0,-999,-999,100.14,5.28
2023,1,29,4,13.65,8.67,0,-999,-999,100.15,5.45
2023,1,29,5,13.18,8.36,0,-999,-999,100.22,5.27
2023,1,29,6,12.78,8.12,0,-999,-999,100.35,4.96
2023,1,29,7,14.76,8.3,0,-999,-999,100.44,4.49
2023,1,29,8,17.2,8.18,0,-999,-999,100.48,3.42
2023,1,29,9,20.9,8.18,0,-999,-999,100.52,2.67
2023,1,29,10,24.31,7.81,0,-999,-999,100.51,2.96
2023,1,29,11,25.8,8.06,0,-999,-999,100.42,3.28
2023,1,29,12,26.65,8.18,0,-999,-999,100.26,3.61
2023,1,29,13,27.1,8.18,0,-999,-999,100.17,3.77
2023,1,29,14,27.15,8,0,-999,-999,100.13,3.78
2023,1,29,15,26.53,7.93,0,-999,-999,100.1,3.69
2023,1,29,16,24.94,8.91,0,-999,-999,100.11,3.72
2023,1,29,17,21.09,10.01,0,-999,-999,100.13,4.29
2023,1,29,18,19.21,8.97,0,-999,-999,100.2,4.55
2023,1,29,19,18.35,8.67,0,-999,-999,100.29,4.29
2023,1,29,20,17.88,8.36,0,-999,-999,100.35,3.74
2023,1,29,21,17.8,8.06,0,-999,-999,100.37,3.08
2023,1,29,22,17.79,7.75,0,-999,-999,100.39,2.53
2023,1,29,23,17.39,7.63,0,-999,-999,100.38,2.35
2023,1,30,0,16.58,7.57,0,-999,-999,100.37,2.62
2023,1,30,1,15.51,7.57,0,-999,-999,100.33,3.18
2023,1,30,2,14.44,7.51,0,-999,-999,100.29,3.79
2023,1,30,3,13.49,7.51,0,-999,-999,100.27,4.45
2023,1,30,4,12.84,7.39,0,-999,-999,100.3,5
2023,1,30,5,12.35,7.26,0,-999,-999,100.36,5.36
2023,1,30,6,12.01,7.2,0,-999,-999,100.48,5.45
2023,1,30,7,14.28,7.69,0,-999,-999,100.55,5.09
2023,1,30,8,17.2,7.51,0,-999,-999,100.61,3.66
2023,1,30,9,20.39,8,0,-999,-999,100.64,2.33
2023,1,30,10,24.5,7.57,0,-999,-999,100.62,1.92
2023,1,30,11,26.09,7.69,0,-999,-999,100.51,1.96
2023,1,30,12,26.99,7.81,0,-999,-999,100.4,2.44
2023,1,30,13,27.48,7.87,0,-999,-999,100.28,2.91
2023,1,30,14,27.48,7.93,0,-999,-999,100.22,3.09
2023,1,30,15,26.89,8.12,0,-999,-999,100.21,3.18
2023,1,30,16,25.37,9.34,0,-999,-999,100.21,3.26
2023,1,30,17,21.86,10.31,0,-999,-999,100.26,3.36
